,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,15739548.0,0.0,22.67,7.0,2.0,8.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,160.0,1.0
1,15699839.0,0.0,28.17,0.585,2.0,6.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,260.0,1005.0000000000001
2,15705918.0,0.0,37.33,2.5,2.0,3.0,8.0,0.21,0.0,0.0,0.0,0.0,2.0,260.0,247.00000000000003
3,15706762.0,0.0,40.83,3.5,2.0,3.0,5.0,0.5,0.0,0.0,0.0,0.0,1.0,1160.0,1.0
4,15672894.0,0.0,18.58,10.0,2.0,2.0,4.0,0.415,0.0,0.0,0.0,0.0,2.0,80.0,43.0
5,15783883.0,0.0,38.92,1.665,2.0,6.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,391.0
6,15756538.0,0.0,39.08,4.0,2.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,480.0,1.0
7,15651868.0,0.0,38.75,1.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,1.0
8,15801473.0,0.0,20.83,0.5,1.0,9.999999999999998,2.0,1.0,0.0,0.0,0.0,0.0,2.0,260.0,1.0
9,15728523.0,0.0,38.33,4.415,2.0,8.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,160.0,1.0
10,15716082.0,0.0,22.250000000000004,1.25,1.0,1.0,1.0,3.25,0.0,0.0,0.0,0.0,2.0,280.0,1.0
11,15629750.0,0.0,24.33,2.5,1.0,3.0,5.0,4.5,0.0,0.0,0.0,0.0,2.0,200.0,457.0
12,15651460.0,0.0,69.5,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13,15675926.0,0.0,19.17,5.415,2.0,3.0,8.0,0.29,0.0,0.0,0.0,0.0,2.0,80.0,485.0
14,15672637.0,0.0,36.75,4.71,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,160.0,1.0
15,15794204.0,0.0,19.58,0.665,2.0,9.0,4.0,1.665,0.0,0.0,0.0,0.0,2.0,220.0,6.0
16,15734008.0,0.0,15.75,0.375,2.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,120.0,19.0
17,15757434.0,0.0,25.58,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0
18,15769548.0,0.0,32.0,6.0,2.0,2.0,4.0,1.25,0.0,0.0,0.0,0.0,2.0,272.0,1.0
